Date,CS_Ann,CD_Ann,Enrgy_Ann,Fncl_Ann,HlthC_Ann,Indstrl_Ann,Mtrls_Ann,Tech_Ann,Util_Ann,Unempl,Jobs_Non-Farm (000s),Hrly_Wages,CPI_urban,PPI_Commodity,Imp_Exp _Indx,haircut_price,cardboard_pice
6/1/10,0.1251,0.3658,-0.0097,0.1719,0.1053,0.276,0.1021,0.204,0.0604,0.094,130511,22.53,217.199,101.4,125.2,140.48,276.5
7/1/10,0.1057,0.2576,0.0261,0.152,0.0639,0.2592,0.0867,0.1135,0.0111,0.094,130427,22.59,217.605,101.6,125.2,140.65,279.1
8/1/10,0.1068,0.2463,0.0653,0.126,0.0307,0.2695,0.0975,0.1118,0.0588,0.095,130422,22.62,217.923,101.8,125.7,140.55,285
9/1/10,0.0834,0.1764,0.0202,-0.0589,-0.0087,0.1462,0.0622,0.0517,0.0663,0.095,130357,22.67,218.275,102.1,125.7,140.54,287.7
10/1/10,0.0993,0.2255,0.0501,-0.0249,0.0704,0.207,0.0697,0.116,0.0698,0.094,130625,22.74,219.035,102.5,127.1,139.94,287.7
11/1/10,0.1181,0.3173,0.0753,0.0304,0.1161,0.2715,0.1878,0.1861,0.1168,0.098,130750,22.73,219.59,102.8,129.2,140.11,287.7
12/1/10,0.057,0.2691,0.107,-0.0061,-0.0049,0.188,0.0833,0.1086,0.0374,0.093,130822,22.76,220.472,103.1,131,140.44,288.1
1/1/11,0.1127,0.2612,0.1896,0.1136,0.0064,0.2478,0.156,0.0968,0.0061,0.091,130841,22.85,221.187,103.7,133,140.3,288.7
2/1/11,0.1002,0.2917,0.3316,0.1563,0.0153,0.3171,0.2738,0.2431,0.0788,0.09,131053,22.87,221.898,104.3,135.3,140.45,288.2
3/1/11,0.0999,0.2869,0.4007,0.1473,0.0436,0.2845,0.2488,0.2206,0.0944,0.09,131288,22.87,223.046,105,139.3,140.36,287.7
4/1/11,0.0677,0.1902,0.3849,0.0261,0.0288,0.2012,0.1748,0.1304,0.0768,0.091,131602,22.92,224.093,105.5,142.9,140.57,287.6
5/1/11,0.1424,0.1635,0.3404,0.0086,0.149,0.1955,0.2036,0.1449,0.087,0.09,131703,22.99,224.806,105.8,143.1,140.65,287.6
6/1/11,0.2289,0.2532,0.4744,0.0868,0.2514,0.2784,0.2999,0.2252,0.1832,0.091,131939,23.01,224.806,105.9,142.2,140.71,286.3
7/1/11,0.2209,0.3779,0.5083,0.111,0.2622,0.3584,0.3896,0.2607,0.1868,0.09,131999,23.1,225.395,106.1,142.4,140.62,292.2
8/1/11,0.1416,0.2578,0.4184,0.0074,0.1929,0.1449,0.1903,0.1785,0.0877,0.09,132125,23.07,226.106,106.3,141.9,140.81,286.4
9/1/11,0.1543,0.2267,0.3208,-0.0262,0.1769,0.1342,0.1231,0.1679,0.0931,0.09,132358,23.11,226.597,106.7,141.7,140.93,286.4
10/1/11,0.0563,0.0307,0.0219,-0.1912,0.0254,-0.0805,-0.1198,0.0099,0.0697,0.088,132562,23.21,226.75,106.3,141.2,141.09,286.6
11/1/11,0.0571,0.077,0.1195,-0.1199,0.0507,0.0028,-0.0537,0.038,0.0788,0.086,132694,23.18,227.169,106.6,142.2,141.69,287.5
12/1/11,0.1198,0.0559,0.1089,-0.1316,0.1042,0.0178,-0.0402,0.0514,0.1305,0.085,132896,23.21,227.223,106.5,142.2,141.74,287.4
1/1/12,0.1108,0.052,0.0247,-0.1787,0.1083,-0.0183,-0.118,0.0193,0.1497,0.083,133250,23.24,227.842,106.9,142.2,141.58,287.4
2/1/12,0.109,0.1064,-0.0287,-0.1406,0.1289,0.0008,-0.034,0.0424,0.09,0.083,133512,23.27,228.329,107.2,142.2,142.11,287.3
3/1/12,0.1143,0.0973,-0.048,-0.1243,0.105,0.0024,-0.0597,0.0936,0.0906,0.082,133752,23.36,228.807,107.4,144.2,142.35,287.3
4/1/12,0.1375,0.1458,-0.1104,-0.0467,0.1318,-0.0135,-0.0827,0.1516,0.0916,0.082,133834,23.39,229.187,107.7,144.1,142.62,287.3
5/1/12,0.0816,0.1231,-0.1149,-0.0614,0.0552,-0.0521,-0.106,0.1095,0.0747,0.082,133934,23.39,228.713,107.6,142,142.75,287.3
6/1/12,0.0369,0.0516,-0.1894,-0.1293,-0.0053,-0.0931,-0.1602,0.0402,0.0517,0.082,134007,23.46,228.524,107.3,138.7,142.77,287.3
7/1/12,0.111,0.0874,-0.1173,-0.0398,0.0735,-0.0392,-0.1059,0.1197,0.1084,0.082,134159,23.51,228.59,107.2,137.7,142.93,287.3
8/1/12,0.1501,0.093,-0.1014,-0.0206,0.1208,0.0236,-0.0953,0.1266,0.135,0.081,134331,23.49,229.918,107.5,139.4,143.3,284.2
9/1/12,0.1492,0.2107,0.0394,0.1316,0.162,0.1168,0.0108,0.2438,0.0692,0.078,134518,23.57,231.015,108.2,140.8,143.34,284.2
10/1/12,0.2157,0.3554,0.2784,0.3396,0.2779,0.2662,0.2759,0.3221,0.0842,0.078,134677,23.56,231.638,108.3,141.2,143.45,290.2
11/1/12,0.1615,0.2155,0.0699,0.2399,0.2144,0.1293,0.0909,0.1425,0.0786,0.077,134833,23.63,231.249,108.4,140.2,143.53,298.9
12/1/12,0.1267,0.2362,0.013,0.241,0.1935,0.1074,0.0719,0.1487,0.0054,0.079,135072,23.73,231.221,108.4,139.4,144.28,304
1/1/13,0.0829,0.2183,0.0333,0.2651,0.159,0.1253,0.1218,0.145,-0.0227,0.08,135263,23.76,231.679,108.7,140.1,144.64,306.3
2/1/13,0.1542,0.2191,0.0901,0.232,0.1999,0.1049,0.0467,0.0865,0.0558,0.077,135541,23.77,232.937,108.9,141.3,144.79,308.9
3/1/13,0.1398,0.1646,0.0289,0.1797,0.1975,0.0917,0.0282,0.0134,0.0685,0.075,135680,23.81,232.282,108.9,141.2,145.05,303.4
4/1/13,0.1658,0.177,0.1081,0.157,0.2225,0.1168,0.0604,0.005,0.1162,0.076,135871,23.87,231.797,108.7,140.2,145.37,304.1
5/1/13,0.1963,0.1925,0.0871,0.21,0.2535,0.1156,0.0728,0.0322,0.1588,0.075,136093,23.89,231.893,108.6,139.4,145.38,310.3
6/1/13,0.1999,0.3281,0.2959,0.4498,0.3514,0.2863,0.2161,0.1548,0.059,0.075,136274,23.97,232.445,109,138.8,145.33,314.8
7/1/13,0.1525,0.2956,0.1871,0.3317,0.252,0.2022,0.1011,0.0698,0.0137,0.073,136386,23.98,232.9,109.2,138.9,145.89,320.5
8/1/13,0.1623,0.3657,0.1885,0.4049,0.3297,0.262,0.1636,0.0846,0.0355,0.072,136628,24.03,233.456,109.3,139.4,146.28,321
9/1/13,0.1177,0.2831,0.153,0.3001,0.2814,0.2268,0.1496,0.0351,0.032,0.072,136815,24.06,233.544,109.3,139.8,146.34,325.3
10/1/13,0.1099,0.2918,0.1182,0.2701,0.2582,0.2633,0.1342,0.0362,0.0291,0.072,137040,24.09,233.669,109.5,138.9,145.96,326.3
11/1/13,0.1946,0.3775,0.2051,0.2921,0.3226,0.3318,0.2135,0.1644,0.0478,0.069,137304,24.16,234.1,109.7,137.7,146.51,326.3
12/1/13,0.1949,0.3699,0.2085,0.3605,0.3694,0.3499,0.2084,0.183,0.0772,0.067,137373,24.17,234.719,109.8,137.8,146.87,326.3
1/1/14,0.2105,0.3801,0.206,0.2988,0.3596,0.3425,0.196,0.2026,0.0724,0.066,137548,24.21,235.288,110.1,138.3,146.85,326.3
2/1/14,0.0967,0.2435,0.0712,0.2044,0.3019,0.2375,0.1208,0.1717,0.0676,0.067,137714,24.32,235.547,110.3,139.8,146.87,326.3
3/1/14,0.1084,0.3117,0.1259,0.2314,0.3529,0.265,0.2212,0.2174,0.0805,0.067,137968,24.31,236.028,110.7,140.5,147.09,326.2
4/1/14,0.0826,0.2249,0.1233,0.2308,0.2758,0.2602,0.2133,0.202,0.0609,0.062,138293,24.34,236.468,110.8,139.7,147.07,327.4
5/1/14,0.0797,0.1724,0.2063,0.1762,0.2393,0.2859,0.2105,0.1847,0.0445,0.063,138511,24.4,236.918,111,140.1,147.42,327.8
6/1/14,0.1198,0.1694,0.1807,0.12,0.2348,0.2372,0.2165,0.195,0.1308,0.061,138837,24.44,237.231,110.9,140.5,147.53,327.7
7/1/14,0.1198,0.1788,0.2736,0.1633,0.279,0.2589,0.2819,0.2489,0.1752,0.062,139069,24.48,237.498,111.3,140.1,147.67,327.7
8/1/14,0.0356,0.0976,0.1597,0.0808,0.1837,0.1383,0.1914,0.2179,0.045,0.061,139257,24.55,237.46,111.3,139,147.83,327.6
9/1/14,0.1383,0.1804,0.1967,0.1912,0.287,0.2177,0.2313,0.2804,0.1541,0.059,139566,24.56,237.477,111.1,137.9,147.78,327.5
10/1/14,0.133,0.098,0.0959,0.1595,0.266,0.1421,0.1783,0.2401,0.1275,0.057,139818,24.58,237.43,111.3,136,148.33,326.5
11/1/14,0.101,0.0714,0.013,0.1619,0.2738,0.1346,0.105,0.2012,0.1726,0.058,140109,24.65,236.983,111.1,133.5,148.4,326.5
12/1/14,0.1406,0.0928,-0.0825,0.1283,0.2556,0.126,0.1018,0.2209,0.2056,0.056,140377,24.65,236.252,110.8,130.1,149.09,326.4
1/1/15,0.1347,0.0874,-0.1051,0.1393,0.2423,0.0939,0.0575,0.1682,0.2571,0.057,140568,24.73,234.747,110.1,126,148.97,321.9
2/1/15,0.1818,0.1181,-0.0819,0.0965,0.2371,0.0962,0.0857,0.1526,0.233,0.055,140839,24.78,235.342,109.6,125.5,147.95,321.8
3/1/15,0.1914,0.149,-0.0948,0.133,0.2354,0.1188,0.103,0.2045,0.1219,0.054,140910,24.84,235.976,109.8,125.3,148.88,321.7
4/1/15,0.1328,0.1582,-0.1264,0.0737,0.2364,0.0588,0.0291,0.1389,0.068,0.054,141194,24.89,236.222,109.6,125.1,149.02,322.4
5/1/15,0.0997,0.1841,-0.1159,0.1047,0.2414,0.0549,0.0653,0.1756,0.0211,0.056,141525,24.96,237.001,110,126.5,149.37,322.3
6/1/15,0.0874,0.1606,-0.1762,0.1085,0.2616,0.0353,0.0319,0.1515,0.0469,0.053,141699,24.98,237.657,110.3,126.6,151.72,322.3
7/1/15,0.0723,0.1527,-0.2495,0.0864,0.2307,0.0089,-0.0167,0.0852,-0.0611,0.052,142001,25,238.034,110.5,125.4,151.87,322.2
8/1/15,0.1676,0.2186,-0.2877,0.128,0.2616,0.0468,-0.0544,0.0941,0.0713,0.051,142126,25.1,238.033,110.3,123.2,151.81,322.2
9/1/15,0.0263,0.0652,-0.3456,-0.0213,0.0727,-0.0726,-0.1643,-0.0245,-0.0282,0.05,142281,25.11,237.498,109.9,121.9,152.22,322.1
10/1/15,0.0477,0.1166,-0.316,-0.0203,0.0357,-0.0596,-0.1903,-0.0068,0.0265,0.05,142587,25.19,237.733,109.6,121.5,152.34,322
11/1/15,0.0701,0.1904,-0.227,0.01,0.065,-0.0183,-0.0634,0.0774,-0.0395,0.051,142824,25.24,238.017,109.7,120.8,152.96,321.8
12/1/15,0.009,0.1344,-0.1425,0.0157,0.0306,-0.0347,-0.0663,0.0413,-0.0651,0.05,143097,25.27,237.761,109.6,119.3,152.67,321.7
1/1/16,0.0249,0.0586,-0.2359,-0.0611,0.03,-0.0835,-0.1206,0.0108,-0.0973,0.049,143170,25.36,237.827,110,117.8,153.05,321.7
2/1/16,0.0528,0.05,-0.2516,-0.0629,-0.0487,-0.0936,-0.1925,0.0257,-0.0642,0.049,143433,25.38,237.514,109.7,117.2,153.22,321.6
3/1/16,0.0232,-0.0122,-0.2775,-0.1281,-0.081,-0.0918,-0.1788,-0.0444,0.0296,0.05,143662,25.45,237.99,109.7,117.7,153.53,321.6
4/1/16,0.0846,0.0455,-0.2186,-0.069,-0.0694,-0.0088,-0.0898,0.062,0.1156,0.05,143849,25.53,238.835,109.8,118.5,153.8,321.5
5/1/16,0.0803,0.0493,-0.1858,-0.0383,-0.0316,0.0068,-0.0678,-0.0145,0.0981,0.048,143891,25.58,239.44,110.1,119.9,154.2,321.4
6/1/16,0.0779,0.0327,-0.1574,-0.0465,-0.0563,-0.0064,-0.0765,0.0096,0.1013,0.049,144158,25.63,240.144,110.6,120.7,154.2,321.4
7/1/16,0.153,0.0131,-0.0949,-0.0804,-0.0438,0.0262,-0.0518,0.039,0.271,0.048,144512,25.7,240.111,110.5,120.8,154.24,321.4
8/1/16,0.0867,0.0195,-0.027,-0.0611,-0.0183,0.0704,0.0606,0.0914,0.1802,0.049,144647,25.72,240.595,110.3,120.5,154.62,326.9
9/1/16,0.168,0.0997,0.0573,0.0737,0.06,0.1689,0.1537,0.193,0.169,0.05,144916,25.77,241.068,110.7,120.6,154.81,326.9
10/1/16,0.1249,0.0731,0.1412,0.0457,0.0813,0.1682,0.1921,0.2063,0.1295,0.049,145061,25.88,241.641,110.9,121.2,154.91,326.9
11/1/16,0.0579,-0.0364,0.0223,0.0102,-0.0606,0.0549,0.0331,0.0867,0.1274,0.047,145212,25.91,241.993,111.1,121.1,155.51,327.3
12/1/16,0.0176,0.0069,0.1135,0.1301,-0.0371,0.1419,0.0951,0.0748,0.0801,0.047,145442,25.94,242.712,111.4,121.6,155.61,338.3
1/1/17,0.0385,0.0686,0.2651,0.2452,-0.0206,0.2028,0.1664,0.1572,0.1271,0.047,145627,26,243.717,111.9,122.3,155.98,340.9
2/1/17,0.0334,0.1532,0.2804,0.3375,0.0682,0.2801,0.3473,0.2306,0.0821,0.046,145815,26.08,244.028,111.9,122.7,156.07,340.9
3/1/17,0.0765,0.1626,0.2643,0.4495,0.1327,0.2694,0.2466,0.2747,0.0965,0.044,145944,26.11,243.721,112.1,122.5,156.5,340.9
4/1/17,0.0344,0.1191,0.1511,0.3069,0.1028,0.1802,0.1785,0.2114,0.0382,0.044,146141,26.17,244.058,112.5,122.8,156.6,340.9
5/1/17,0.0536,0.1365,0.0065,0.2479,0.0817,0.1814,0.1275,0.2928,0.0696,0.044,146296,26.21,243.926,112.6,122.7,156.56,340
6/1/17,0.0761,0.1573,-0.0113,0.2206,0.0714,0.217,0.1323,0.2863,0.0928,0.043,146512,26.27,244.179,112.6,122.4,156.51,350.3
7/1/17,-0.0049,0.1502,-0.0442,0.3413,0.1063,0.2211,0.164,0.2661,-0.0136,0.043,146727,26.36,244.328,112.7,122.2,157.14,350.8
8/1/17,0.0132,0.1226,-0.0019,0.3137,0.0652,0.1802,0.1269,0.2368,0.0252,0.044,146911,26.38,245.304,113.1,122.9,157.89,351.1
9/1/17,0.0122,0.1146,-0.0755,0.2365,0.1189,0.169,0.1345,0.2554,0.1212,0.042,146929,26.51,246.445,113.5,123.9,157.72,351.1
10/1/17,0.0162,0.1312,-0.0421,0.3415,0.1418,0.2194,0.1873,0.2434,0.0818,0.041,147196,26.48,246.57,113.9,124.1,157.87,348.9
11/1/17,0.0083,0.1787,-0.0117,0.3483,0.2055,0.2531,0.2657,0.331,0.1201,0.042,147421,26.55,247.333,114.3,125.3,157.64,349
12/1/17,0.1099,0.1806,-0.082,0.2179,0.2121,0.1895,0.1908,0.3375,0.225,0.041,147551,26.64,247.847,114.3,125.5,157.99,347.6
1/1/18,0.1005,0.2079,-0.0459,0.1898,0.1974,0.2112,0.2212,0.3193,0.086,0.041,147672,26.71,248.816,114.8,126.5,158.74,347.6
2/1/18,0.1005,0.2609,0.0226,0.2635,0.2445,0.248,0.2035,0.3494,0.0421,0.041,148078,26.75,249.475,115.1,126.8,158.99,347.3
3/1/18,-0.0336,0.1934,-0.0745,0.1547,0.1133,0.1543,0.1303,0.2973,-0.0366,0.04,148254,26.84,249.413,115.4,126.5,159.52,347.3
4/1/18,-0.0401,0.1446,-0.0409,0.1599,0.0889,0.138,0.0824,0.2211,-0.0134,0.04,148391,26.91,249.957,115.5,127.1,160.21,351.3
5/1/18,-0.0905,0.1451,0.0829,0.1581,0.0863,0.0847,0.0634,0.1977,-0.005,0.038,148669,26.98,250.64,116,128.2,160.53,357
6/1/18,-0.1218,0.1637,0.1651,0.1766,0.0857,0.1059,0.1048,0.2422,-0.0529,0.04,148888,27.04,251.176,116.3,128.2,161.78,362
7/1/18,-0.0669,0.2073,0.1575,0.0629,0.0439,0.0387,0.0688,0.2533,-0.001,0.038,149024,27.11,251.482,116.5,128.1,161.87,362.3
8/1/18,-0.0356,0.2155,0.1469,0.1136,0.1085,0.1208,0.0862,0.2433,-0.0152,0.038,149268,27.22,251.905,116.5,127.6,161.73,362.5
9/1/18,-0.0202,0.2997,0.1857,0.1431,0.1387,0.1195,0.0697,0.2759,-0.0276,0.037,149348,27.31,252.261,116.7,127.7,161.87,363.4
10/1/18,0.0006,0.3074,0.1221,0.0748,0.1652,0.1182,0.0268,0.2795,-0.01,0.038,149549,27.36,252.777,117.5,128.3,162.77,363.4
11/1/18,0.0355,0.1464,-0.0149,-0.0135,0.0954,-0.022,-0.0966,0.0972,-0.0261,0.037,149683,27.44,252.662,117.4,126.2,162.93,361.8
12/1/18,0.0095,0.1415,-0.0283,-0.0073,0.1484,-0.0063,-0.0659,0.0976,-0.0243,0.039,149865,27.54,252.653,117.3,124.4,163.66,361.8
1/1/19,-0.1178,-0.0181,-0.2228,-0.1645,0.0264,-0.1641,-0.1819,-0.0545,0.0008,0.04,150134,27.58,252.55,117,124.6,163.86,361.5
2/1/19,-0.0703,0.0066,-0.1398,-0.1247,0.0344,-0.0914,-0.147,-0.0277,0.0696,0.038,150135,27.69,253.181,117.2,125.9,164.32,361.5
3/1/19,0.0229,0.0665,-0.016,-0.0738,0.098,0.003,-0.0696,0.0452,0.1601,0.038,150282,27.76,254.095,117.7,126.6,164.54,361.8
4/1/19,0.0715,0.1399,-0.0088,-0.0598,0.1388,0.0223,-0.0152,0.1467,0.1492,0.036,150492,27.81,254.943,118.2,126.8,164.41,360.8
5/1/19,0.1496,0.1636,-0.0995,0.0241,0.0879,0.0851,0.0146,0.2162,0.1354,0.036,150577,27.87,255.167,118.4,127,164.4,360.8
6/1/19,0.1183,0.0419,-0.2243,-0.056,0.0558,-0.0393,-0.0974,0.0232,0.149,0.037,150759,27.96,255.402,118.2,125.6,164.71,360.8
7/1/19,0.1378,0.1124,-0.1447,0.0588,0.1249,0.0982,0.0222,0.1591,0.1477,0.037,150953,28.05,256.087,118.5,125.6,165.53,360.8
8/1/19,0.1159,0.0859,-0.1889,0.0036,0.0255,0.0137,-0.0223,0.1327,0.1326,0.037,151160,28.16,256.294,118.6,124.9,166.2,363.4
9/1/19,0.1257,0.0187,-0.2438,-0.0555,-0.0284,-0.023,-0.0484,0.0481,0.1687,0.035,151368,28.16,256.593,118.3,125,166.36,362.8
10/1/19,0.1378,0.026,-0.2186,0.0141,-0.0538,-0.0183,0.0007,0.067,0.2292,0.036,151553,28.24,257.229,118.7,124.5,166.83,363
11/1/19,0.1114,0.1481,-0.1345,0.0975,0.0703,0.1267,0.0918,0.2097,0.1956,0.035,151814,28.34,257.824,118.6,124.7,167.6,363
12/1/19,0.096,0.1119,-0.1261,0.1038,0.0405,0.1099,0.0753,0.2665,0.1325,0.035,151998,28.37,258.444,118.9,125,168.08,362.9
1/1/20,0.256,0.2969,0.0709,0.3161,0.1995,0.2929,0.2421,0.5236,0.228,0.036,152212,28.43,258.82,119.2,125.2,169.22,359.9
2/1/20,0.1841,0.1685,-0.1722,0.1613,0.0997,0.133,0.085,0.4393,0.267,0.035,152463,28.52,259.05,118.6,124.3,169.76,359.7
3/1/20,0.0662,0.0456,-0.2945,-0.0041,0.0046,-0.0385,-0.0402,0.2596,0.0959,0.044,151090,28.69,257.953,118.1,121.3,169.9,359.1
4/1/20,-0.0575,-0.1779,-0.5775,-0.2392,-0.0725,-0.2554,-0.2237,0.0384,-0.0851,0.147,130303,30.03,255.902,116.6,118.2,169.9,358.9
5/1/20,0.0028,-0.0603,-0.4372,-0.2068,0.103,-0.1939,-0.1139,0.1245,-0.0333,0.133,133028,29.7,255.768,117.2,119,170.17,358.9
6/1/20,0.0641,0.1235,-0.346,-0.0951,0.1717,-0.0602,0.0486,0.3543,0.021,0.111,137809,29.32,257.214,117.5,120.6,172.08,358.9
7/1/20,0.0065,0.0595,-0.4109,-0.1676,0.0768,-0.1111,-0.0428,0.3098,-0.0535,0.102,139570,29.35,258.723,118,122.1,174.74,358.9
8/1/20,0.0525,0.1363,-0.4191,-0.1452,0.165,-0.0754,0.0412,0.3834,0.0225,0.084,141063,29.45,259.681,118.4,123.1,174.26,358.9
9/1/20,0.0845,0.2623,-0.3724,-0.0663,0.2004,0.0336,0.1198,0.5806,-0.0559,0.079,141735,29.46,260.209,118.9,123.3,174.75,358.9
10/1/20,0.0491,0.2269,-0.5013,-0.1408,0.1726,-0.005,0.0969,0.4627,-0.0773,0.069,142373,29.5,260.325,119.3,123.2,175.46,358.4