Date,CS_Mnth,CS_Qtr,CS_Ann,CD_Mnth,CD_Qtr,CD_Ann,Enrgy_Mnth,Enrgy_Qtr,Enrgy_Ann,Fncl_Mnth,Fncl_Qtr,Fncl_Ann,HlthC_Mnth,HlthC_Qtr,HlthC_Ann,Indstrl_Mnth,Indstrl_Qtr,Indstrl_Ann,Mtrls_Mnth,Mtrls_Qtr,Mtrls_Ann,Tech_Mnth,Tech_Qtr,Tech_Ann,Util_Mnth,Util_Qtr,Util_Ann,Unempl,Jobs_Non-Farm (000s),Hrly_Wages,CPI_urban,PPI_Commodity,Imp_Exp _Indx,haircut_price,cardboard_pice,"SB (AFC=0,NFC=1,AFL=2)",Cosmetics_index,bodies,unidentified_bodies,underwear,beer_prct_change,Cnstrct_InPlace ($mms),Houses_Sold (000s),House_starts (000s)
12/1/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044,127596,,164.4,,91,102.7,166.5,0,160.8,2,17,,0.8,706989,949,1738
1/1/1999,0.058,,,0.0333,,,-0.0013,,,-0.0127,,,0.0579,,,0.0599,,,0.0556,,,0.0077,,,-0.0077,,,0.043,127702,,164.7,,91.3,103,165,0,162.1,3,24,,-1.1,708818,875,1708
2/1/1999,-0.0143,,,0.055,,,-0.0631,,,0.0337,,,0.0429,,,-0.0038,,,-0.0299,,,0.1684,,,-0.012,,,0.044,128120,,164.7,,91.2,103.3,164.5,0,162.1,1,17,,0.6,726308,848,1618
3/1/1999,-0.0208,0.0211,,-0.0136,0.0753,,-0.0064,-0.0704,,0.0078,0.0286,,-0.0057,0.097,,-0.0013,0.0545,,0,0.0241,,-0.1188,0.0376,,-0.0411,-0.0599,,0.042,128227,,164.8,,91.5,103.7,164.6,0,163.6,1,16,,-0.6,737226,863,1652
4/1/1999,0.0112,-0.024,,0.0563,0.0992,,0.1363,0.0577,,0.0311,0.0742,,0.0287,0.0667,,0.0204,0.0152,,0.0235,-0.0071,,0.1152,0.1483,,-0.0577,-0.1072,,0.043,128597,,165.9,,92.4,103.9,171.3,0,163,4,19,,3.4,728788,918,1517
5/1/1999,-0.0363,-0.0457,,0.0228,0.0657,,0.1472,0.2951,,0.0691,0.111,,0.048,0.0719,,0.1446,0.1665,,0.2496,0.279,,-0.0133,-0.0303,,0.0956,-0.01,,0.042,128808,,166,,93.1,104.4,174.8,0,163.5,1,23,,-0.8,727358,888,1562
6/1/1999,-0.0176,-0.0426,,-0.0457,0.031,,-0.0243,0.2718,,-0.0623,0.0337,,-0.0469,0.0276,,-0.0159,0.1494,,-0.085,0.1703,,-0.0004,0.0999,,0.0053,0.0379,,0.043,129089,,166,,92.9,104.3,177.2,0,165.8,3,26,,-1.5,739167,923,1506
7/1/1999,0.0148,-0.0392,,0.0535,0.0283,,0.0204,0.1421,,0.0489,0.0515,,0.0447,0.0435,,0.0517,0.1846,,0.0496,0.2001,,0.0993,0.0842,,0.0434,0.1493,,0.043,129414,,166.7,,93.8,104.6,174.9,0,164.8,2,11,,1.1,745815,900,1606
8/1/1999,-0.039,-0.0419,,-0.0645,-0.0595,,0.0094,0.005,,-0.0585,-0.074,,-0.0246,-0.0288,,-0.0227,0.0115,,-0.0233,-0.062,,-0.0208,0.076,,-0.0005,0.0484,,0.042,129569,,167.1,,94.8,104.9,183.1,0,165.7,,35,,0.1,741524,893,1618
9/1/1999,0.0127,-0.0124,,-0.0367,-0.0507,,0.0176,0.0482,,-0.0444,-0.0564,,-0.0504,-0.0324,,0.0049,0.0328,,-0.0386,-0.0144,,0.0479,0.128,,-0.0558,-0.0154,,0.042,129772,,167.8,,95.8,105,190.5,0,168,1,28,,1.6,751402,826,1575
10/1/1999,-0.0869,-0.1114,,-0.0158,-0.1131,,-0.0481,-0.0222,,-0.0671,-0.1607,,-0.011,-0.084,,-0.0178,-0.0354,,-0.0261,-0.0855,,-0.0157,0.01,,0.0183,-0.0391,,0.041,130177,,168.1,,96,105.5,191.6,0,168.9,2,20,,0.3,759906,872,1569
11/1/1999,0.0986,0.0158,,0.087,0.0305,,-0.0159,-0.0468,,0.1616,0.0355,,0.0572,-0.0071,,-0.0181,-0.0308,,0.0209,-0.0441,,0.0381,0.0706,,0.0137,-0.0254,,0.041,130466,,168.4,,96.7,106.1,191.9,0,168.2,4,28,,-0.2,781199,863,1611
12/1/1999,-0.0131,-0.01,-0.0441,0.0088,0.0792,0.1358,-0.0046,-0.0676,0.1555,-0.0515,0.0279,0.0313,0.0061,0.052,0.1474,-0.0162,-0.0511,0.1879,-0.0154,-0.021,0.1564,0.0909,0.1146,0.4349,-0.0365,-0.0054,-0.0444,0.04,130772,,168.8,,97.4,106.3,191.9,0,167.8,1,24,,1.6,789431,873,1631
1/1/2000,-0.0651,0.0137,-0.1553,0.0783,0.1824,0.1852,0.0139,-0.0068,0.1732,-0.0194,0.0804,0.0243,0.0889,0.1582,0.181,0.0697,0.0334,0.1989,0.1099,0.1157,0.2158,0.1962,0.3546,0.7033,0.0011,-0.0222,-0.0359,0.04,131005,,169.3,,97.8,106.7,191.9,1,166.3,1,25,,-0.4,784940,873,1612
2/1/2000,-0.0034,-0.0804,-0.1459,-0.1149,-0.0373,-0.0057,0,0.0092,0.2521,-0.0224,-0.0907,-0.0313,-0.0252,0.0679,0.1039,-0.079,-0.0307,0.1084,-0.1254,-0.0442,0.0962,-0.0919,0.1851,0.3239,-0.0464,-0.0802,-0.0695,0.041,131124,,170,,99.7,107.2,191.5,1,165.7,2,25,,1.4,793737,856,1706
3/1/2000,-0.1139,-0.1744,-0.2271,-0.0632,-0.106,-0.0557,-0.0475,-0.0342,0.2004,-0.1105,-0.1473,-0.1451,-0.0646,-0.0071,0.0385,-0.0535,-0.0675,0.0504,-0.0898,-0.1164,-0.0022,0.1086,0.2043,0.6654,-0.0883,-0.1297,-0.1154,0.04,131596,,171,,99.9,107.5,192.3,1,166.5,2,21,,1.6,809459,900,1548
4/1/2000,0.0589,-0.0649,-0.1906,0.1538,-0.0433,0.0315,0.1339,0.0801,0.198,0.2015,0.0448,-0.0038,0.094,-0.0025,0.1044,0.1404,-0.0058,0.174,0.1038,-0.1213,0.076,0.0681,0.0753,0.595,0.059,-0.0794,-0.0058,0.038,131888,,170.9,,98.5,107.5,197.5,1,167,2,30,,-1.3,804766,841,1544
5/1/2000,0.0405,-0.0237,-0.1262,-0.0295,0.049,-0.0213,-0.0106,0.0686,0.0332,-0.0567,0.0081,-0.121,-0.0167,0.0062,0.0362,0.0144,0.0949,0.0405,-0.058,-0.0536,-0.1889,-0.0669,0.1049,0.5084,0.0598,0.0232,-0.0383,0.04,132105,,171.2,,98.8,108.2,201.3,1,166.8,1,23,,2.5,805005,857,1525
6/1/2000,0.0743,0.1836,-0.0445,-0.0619,0.0505,-0.0379,0.1017,0.236,0.1667,0.0769,0.2205,0.0094,-0.0277,0.0459,0.057,-0.0063,0.1495,0.0506,-0.0382,0,-0.1474,-0.0997,-0.1027,0.3587,0.0033,0.1261,-0.0402,0.04,132061,,172.2,,100.2,108.5,203.3,1,167.5,3,23,,1.2,795411,793,1522
7/1/2000,0.0375,0.1597,-0.0231,-0.0486,-0.1338,-0.1311,-0.0612,0.0233,0.0733,-0.0565,-0.0416,-0.092,-0.0106,-0.0541,0.0011,-0.0386,-0.0309,-0.0396,-0.0596,-0.148,-0.2361,0.0759,-0.0961,0.3297,-0.0149,0.0475,-0.0939,0.04,132236,,172.7,,100.2,108.7,203.2,1,166.6,,26,,0.7,783795,887,1419
8/1/2000,-0.0262,0.0854,-0.0101,0.017,-0.0923,-0.0554,-0.0248,0.0086,0.0369,0.0941,0.1116,0.0552,-0.0075,-0.0452,0.0186,0.0149,-0.0305,-0.0027,-0.0039,-0.0991,-0.2209,-0.052,-0.0817,0.2873,-0.0017,-0.0133,-0.0949,0.041,132230,,172.7,,100.4,109.4,202.9,1,167.4,2,22,,0.7,805341,848,1502
9/1/2000,-0.0147,-0.0045,-0.0369,-0.0502,-0.081,-0.0686,0.0966,0.0039,0.1174,0.0968,0.1322,0.2112,0.0344,0.0159,0.1097,0.1014,0.0746,0.0931,0.0134,-0.0508,-0.1789,0.1128,0.135,0.367,0.0404,0.0232,-0.0027,0.039,132353,,173.6,,101.6,109.8,203.5,1,167.8,1,21,,0,814330,912,1458
10/1/2000,0.0318,-0.01,0.0884,0.0025,-0.0316,-0.0513,0.0203,0.0911,0.1977,0.0164,0.2197,0.3196,-0.026,0,0.0928,-0.0463,0.066,0.0613,-0.1008,-0.0923,-0.2418,-0.1748,-0.1295,0.1461,0.1035,0.1461,0.0808,0.039,132351,,173.9,,101.2,110,204.3,1,165.7,3,17,,1.4,816100,933,1519
11/1/2000,0.0774,0.0953,0.0673,-0.005,-0.0526,-0.1316,-0.0247,0.0913,0.1871,-0.0162,0.0968,0.1176,0.0101,0.0178,0.0442,0.0382,0.0905,0.1221,0.0966,-0.0008,-0.1857,-0.081,-0.1561,0.0147,0.0718,0.2305,0.1427,0.039,132556,,174.2,,101.2,110.2,204.3,1,166,,14,,1,820054,880,1522
12/1/2000,0.0292,0.1442,0.1131,-0.024,-0.0264,-0.1598,-0.0584,-0.0629,0.123,-0.0362,-0.0362,0.1357,-0.0904,-0.1051,-0.056,-0.0308,-0.0404,0.1054,-0.0118,-0.0256,-0.1827,-0.1734,-0.3732,-0.2312,-0.0082,0.173,0.1762,0.039,132709,,174.6,,100.5,110.6,204.3,1,168.1,,23,,-5.3,811516,983,1491
1/1/2001,0.0397,0.1529,0.2378,0.0673,0.0364,-0.1683,0.1157,0.0247,0.2357,0.0774,0.0216,0.2477,0.0047,-0.0769,-0.129,0.0246,0.031,0.0588,0.1074,0.2,-0.1845,-0.1206,-0.332,-0.4348,-0.0313,0.0298,0.1382,0.042,132698,,175.6,,100.5,110.8,204.3,0,168.5,5,20,,6.5,814479,936,1575
2/1/2001,-0.07,-0.0049,0.155,0.1055,0.1515,0.0387,-0.048,0.0002,0.1764,-0.0015,0.0368,0.2744,0.0926,-0.0016,-0.0238,0.0026,-0.0044,0.1526,-0.0244,0.0677,-0.0904,0.1903,-0.1348,-0.2592,-0.0452,-0.0826,0.1398,0.042,132789,,176,,99.9,111,204.3,0,168.4,,24,,-1.6,813647,963,1565
3/1/2001,0.0008,-0.0324,0.3045,-0.0695,0.0979,0.0318,-0.0087,0.0529,0.2243,-0.0778,-0.008,0.3212,-0.0329,0.0616,0.0094,-0.0645,-0.039,0.1392,-0.0019,0.0784,-0.0026,-0.2611,-0.2266,-0.5063,0.0111,-0.0647,0.2641,0.043,132747,,176.1,,98.3,111.2,204.3,0,168.9,2,20,,-0.5,828057,939,1554
4/1/2001,-0.0691,-0.1336,0.1468,-0.0256,0.0023,-0.1287,-0.0424,-0.0963,0.0339,-0.0363,-0.1127,0.0597,-0.0554,-0.0019,-0.1284,-0.0919,-0.1483,-0.0929,-0.0331,-0.0584,-0.1262,-0.0976,-0.2064,-0.5829,-0.016,-0.05,0.1745,0.044,132463,,176.4,,97.8,111.9,204,0,169.4,1,26,,0,842392,909,1609
5/1/2001,0.0206,-0.0492,0.1249,0.0604,-0.0386,-0.048,0.101,0.0451,0.1505,0.0438,-0.0724,0.1726,0.072,-0.0207,-0.0499,0.1079,-0.0588,-0.0092,0.0767,0.0391,-0.0013,0.1543,-0.2304,-0.484,0.0547,0.0493,0.1688,0.043,132410,,177.3,,98,112.3,202.8,0,164.5,2,26,,0.5,848146,885,1552
6/1/2001,0.0115,-0.039,0.0591,0.0109,0.0445,0.0259,-0.0024,0.0518,0.0418,0.0416,0.0477,0.1342,0.0315,0.0445,0.008,0.0489,0.0553,0.0458,0.0503,0.0935,0.0907,-0.0312,0.009,-0.4448,-0.0091,0.0283,0.1543,0.045,132299,,177.7,,97.6,112.3,202.8,0,166.8,2,21,,0.8,855730,882,1565
7/1/2001,-0.0379,-0.0069,-0.0179,-0.0022,0.0697,0.076,-0.0985,-0.0098,0.0004,0,0.0872,0.2021,-0.0084,0.0965,0.0103,-0.0631,0.0888,0.0191,-0.0518,0.0723,0.0997,0,0.1182,-0.4839,-0.052,-0.0093,0.1109,0.046,132177,,177.4,,96.1,112.8,202.8,0,167.8,3,29,,-0.6,850471,880,1627
8/1/2001,0.0252,-0.0024,0.0339,0.042,0.0511,0.1024,0.005,-0.0962,0.031,-0.013,0.0281,0.0845,-0.0237,-0.0014,-0.0062,0.0052,-0.0122,0.0094,0.0064,0.0023,0.1111,-0.043,-0.0729,-0.479,-0.0097,-0.0697,0.102,0.049,132028,,177.4,,96,113,200.9,0,167.4,3,25,,-0.2,847465,866,1521
9/1/2001,-0.002,-0.0156,0.0473,-0.0819,-0.0455,0.0656,-0.053,-0.1421,-0.1097,-0.0735,-0.0855,-0.0839,-0.0485,-0.0789,-0.086,-0.0474,-0.1029,-0.1269,-0.0204,-0.0652,0.0741,-0.1569,-0.1932,-0.6053,-0.0261,-0.0856,0.0316,0.05,131771,,178.1,,95.9,113.2,199.5,0,168.9,1,21,,-0.1,837412,853,1515
10/1/2001,0,0.0231,0.015,-0.1301,-0.1679,-0.0754,-0.1093,-0.1523,-0.2228,-0.0582,-0.1387,-0.1512,-0.1439,-0.2047,-0.1966,-0.145,-0.1813,-0.2173,-0.1132,-0.1257,0.0593,-0.1493,-0.3136,-0.5931,-0.0231,-0.0577,-0.0867,0.053,131454,,177.6,,93.7,113.4,199.2,0,169.3,5,24,,0.7,845941,871,1505
11/1/2001,-0.0028,-0.0048,-0.0606,0.047,-0.1639,-0.0271,0.0465,-0.1173,-0.1661,-0.0081,-0.1345,-0.1442,-0.0013,-0.1865,-0.2057,0.019,-0.1701,-0.2318,0.0375,-0.0986,0.0023,0.1227,-0.1948,-0.5029,-0.0414,-0.0879,-0.1832,0.055,131142,,177.5,,92.3,114,198.3,0,169.3,2,31,,1.8,843911,924,1554
12/1/2001,0.0346,0.0317,-0.0556,0.1275,0.0269,0.1239,-0.0582,-0.1221,-0.166,0.0517,-0.0176,-0.0662,0.1163,-0.0455,-0.0251,0.0919,-0.0487,-0.1345,0.0944,0.0069,0.1099,0.1279,0.0773,-0.3217,-0.0275,-0.0893,-0.1991,0.057,130982,,177.4,,91.4,113.7,196.7,0,168.3,2,23,,-0.1,849689,979,1547
1/1/2002,-0.0308,0,-0.1197,0.0626,0.2543,0.119,0.0583,0.043,-0.2089,0.0195,0.0634,-0.1164,0.0382,0.1574,0.0074,0.0466,0.1646,-0.1159,-0.0165,0.1167,-0.0143,0.0062,0.2742,-0.2239,0.0246,-0.0448,-0.1529,0.057,130852,,177.7,,91.6,113.6,196.4,0,167.5,6,27,,-0.7,858654,880,1643
2/1/2002,0.0123,0.0151,-0.0417,0.0208,0.223,0.0333,-0.0348,-0.0381,-0.1979,-0.0076,0.064,-0.1218,-0.0055,0.1525,-0.0831,-0.0601,0.0741,-0.1712,0.0308,0.1094,0.0415,-0.0348,0.0953,-0.3707,-0.0233,-0.0268,-0.1335,0.057,130736,,178,,91.6,113.7,196.2,0,168.6,4,28,,1.6,862338,948,1807
3/1/2002,0.0161,-0.0031,-0.027,0.0085,0.0939,0.1199,0.047,0.0694,-0.1529,-0.0077,0.0039,-0.055,0.037,0.0706,-0.0168,0.0332,0.0163,-0.0847,0.0394,0.0537,0.0845,-0.1117,-0.1373,-0.2434,0,0.0007,-0.1431,0.057,130717,,178.5,,92.8,114.3,196.7,0,167.4,2,17,,-0.6,844551,923,1589
4/1/2002,0.0023,0.031,0.0476,-0.0118,0.0173,0.1358,0.0767,0.088,-0.0475,0.0447,0.0287,0.0244,0.0374,0.0699,0.0798,0.0067,-0.0225,0.0147,0.0239,0.097,0.1484,0.0287,-0.118,-0.1375,0.0239,0,-0.1083,0.059,130623,,179.3,,94.3,114.7,196.7,0,168,5,27,,-0.6,858240,936,1554
5/1/2002,-0.0312,-0.0133,-0.0055,-0.0034,-0.0068,0.0675,-0.0482,0.073,-0.1766,-0.0112,0.025,-0.0296,0.0137,0.0906,0.0211,-0.0623,-0.0247,-0.1412,-0.0391,0.0226,0.0249,-0.1194,-0.1953,-0.342,-0.057,-0.0345,-0.2027,0.058,130634,,179.5,,94.4,114.9,195.1,0,167.6,3,22,,0.3,850935,978,1723
6/1/2002,-0.0107,-0.0394,-0.0273,-0.0085,-0.0236,0.0469,-0.0145,0.01,-0.1866,-0.0068,0.026,-0.0746,0.0153,0.0677,0.005,0.0119,-0.0448,-0.1715,0.0487,0.0318,0.0233,-0.0359,-0.1267,-0.3452,-0.0046,-0.0389,-0.1991,0.058,130684,,179.6,,94.1,114.9,195.1,0,167.7,1,22,,0,846777,957,1670
7/1/2002,-0.1044,-0.1416,-0.0946,-0.0528,-0.0641,-0.0062,-0.0363,-0.096,-0.1305,-0.0545,-0.0714,-0.125,-0.0818,-0.055,-0.0694,-0.0637,-0.1116,-0.172,-0.0232,-0.0157,0.0542,-0.1363,-0.2667,-0.4344,-0.0695,-0.1265,-0.2139,0.058,130590,,180,,94.5,115.1,195.9,0,166.1,1,27,,-0.2,847129,956,1615
8/1/2002,-0.0493,-0.1577,-0.1604,-0.1209,-0.1744,-0.1615,-0.1554,-0.1978,-0.2692,-0.0837,-0.1395,-0.1877,-0.0291,-0.0949,-0.0745,-0.0642,-0.1134,-0.2292,-0.1102,-0.0885,-0.0679,-0.102,-0.2522,-0.4693,-0.1465,-0.2094,-0.3225,0.057,130587,,180.5,,94.8,115.4,198.8,0,166.3,1,29,,-1,839008,1014,1600
9/1/2002,0.0024,-0.1466,-0.1567,0.0112,-0.1579,-0.0764,0.0099,-0.178,-0.2206,0.0048,-0.1294,-0.1191,0.0037,-0.1052,-0.0237,-0.0299,-0.15,-0.215,-0.017,-0.1456,-0.0647,-0.0226,-0.2419,-0.3847,0.0361,-0.1772,-0.2793,0.057,130501,,180.8,,95.5,115.4,199.9,0,166.7,3,26,,-0.6,832134,1044,1732
10/1/2002,-0.064,-0.1081,-0.2107,-0.0725,-0.1755,-0.0152,-0.0536,-0.1927,-0.1719,-0.0935,-0.1653,-0.1521,-0.0425,-0.0669,0.0919,-0.0974,-0.1806,-0.1713,-0.117,-0.2276,-0.0688,-0.1379,-0.2433,-0.3765,-0.1234,-0.2249,-0.3533,0.057,130628,,181.2,,95.5,115.5,202.4,0,167.5,5,37,,-1.2,839690,1006,1624
11/1/2002,0.0307,-0.033,-0.1842,0.0596,-0.0062,-0.0033,0.0165,-0.0284,-0.1956,0.0753,-0.0205,-0.0808,0.0366,-0.0037,0.1334,0.0377,-0.0914,-0.1561,0.0358,-0.101,-0.0703,0.2228,0.0303,-0.3209,-0.0397,-0.1279,-0.3521,0.059,130615,,181.5,,94.6,115.8,200.5,0,166.9,7,25,,0.7,844697,1024,1711
12/1/2002,-0.0195,-0.0541,-0.2269,0.0854,0.0667,-0.0405,0.0455,0.0058,-0.107,0.0571,0.0304,-0.076,0.047,0.0392,0.063,0.0721,0.0041,-0.1714,0.142,0.0444,-0.0298,0.2055,0.2708,-0.2742,0.0391,-0.1253,-0.3077,0.06,130472,,181.8,,95.2,115.9,200.6,0,165.9,8,20,,2.9,855921,1048,1738
1/1/2003,-0.0045,0.006,-0.206,-0.1044,0.03,-0.1913,-0.0036,0.059,-0.1592,-0.0696,0.0576,-0.1568,-0.0395,0.0425,-0.0165,-0.0467,0.0606,-0.2453,-0.0525,0.1208,-0.0653,-0.1534,0.2479,-0.3893,0.0281,0.0259,-0.3054,0.058,130580,,182.6,,96.9,116.3,200.6,1,166.7,11,26,,-2.6,863855,999,1815
2/1/2003,-0.0335,-0.0566,-0.2419,-0.042,-0.0687,-0.2411,-0.029,0.0116,-0.1541,-0.0181,-0.0343,-0.1657,-0.0075,-0.0019,-0.0185,-0.0552,-0.0343,-0.2413,-0.0624,0.0146,-0.1498,-0.0315,-0.0116,-0.3873,-0.0299,0.0364,-0.3101,0.059,130444,,183.6,,98.5,116.5,201.3,1,166.8,8,15,,-0.1,859225,936,1583
3/1/2003,-0.0295,-0.0662,-0.2758,0.0022,-0.1401,-0.2458,0.0257,-0.0075,-0.1712,-0.0162,-0.1013,-0.1728,-0.0207,-0.0664,-0.0731,-0.0147,-0.1126,-0.2765,-0.025,-0.1338,-0.2024,0.0083,-0.1733,-0.3045,-0.0479,-0.0504,-0.3431,0.059,130232,,183.9,,99.1,117,201.2,1,166.5,7,28,,1.1,851132,999,1662
4/1/2003,-0.0224,-0.083,-0.2937,0.0147,-0.0257,-0.2256,-0.0004,-0.0045,-0.2306,-0.0188,-0.0522,-0.223,0.0338,0.0049,-0.0763,0.0031,-0.0663,-0.2791,0.0071,-0.0793,-0.2156,-0.0137,-0.0369,-0.3332,0.0341,-0.0449,-0.3366,0.06,130177,,183.2,,96,117.4,201.1,1,167.5,10,18,,0.8,859459,1012,1616
5/1/2003,0.0392,-0.014,-0.2424,0.117,0.136,-0.132,-0.0013,0.0239,-0.1928,0.1177,0.079,-0.1218,0.0298,0.0426,-0.0617,0.1003,0.0874,-0.1542,0.0829,0.0633,-0.1159,0.085,0.079,-0.1784,0.0805,0.0638,-0.2398,0.061,130196,,182.9,,95.3,117.8,201.4,1,168.2,11,27,,-1.1,866814,1078,1717
6/1/2003,0.0593,0.0762,-0.1888,0.0654,0.2076,-0.0672,0.1022,0.1002,-0.0972,0.0616,0.1643,-0.0613,0.026,0.0923,-0.0518,0.0374,0.1449,-0.1328,0.041,0.1354,-0.1224,0.0918,0.1684,-0.0695,0.115,0.2458,-0.1485,0.063,130194,,183.1,,96.2,117.6,201.1,1,169.5,11,30,,0.6,880865,1193,1822
7/1/2003,-0.0094,0.0905,-0.1027,-0.0074,0.1813,-0.0226,-0.0289,0.0689,-0.0903,-0.0181,0.1651,-0.0252,0.0246,0.0826,0.0582,0.0009,0.1424,-0.073,-0.0067,0.1198,-0.1076,-0.0053,0.1784,0.0716,-0.0139,0.188,-0.0977,0.062,130191,,183.7,,96.7,117.9,200.9,1,169.7,6,28,,1.3,891264,1168,1850
8/1/2003,-0.0025,0.0467,-0.0585,0.0298,0.089,0.1449,-0.0268,0.0417,0.0482,0.0546,0.0993,0.1219,-0.012,0.0387,0.0768,0.0419,0.0818,0.0321,0.0818,0.1186,0.085,0.039,0.1285,0.2399,-0.0559,0.038,-0.0019,0.061,130149,,184.5,,96.7,118.3,200.4,1,168.5,7,22,,2.2,901839,1206,1796
9/1/2003,0.024,0.0119,-0.0381,0.0579,0.0813,0.1978,0.0585,0.0004,0.0987,-0.0113,0.0238,0.1039,-0.0323,-0.0204,0.0381,0.054,0.0991,0.1213,0.0336,0.1106,0.1407,0.0615,0.0971,0.3466,0.0101,-0.0596,-0.0269,0.061,130254,,185.1,,96.2,119.2,200.3,1,168.4,14,20,,1,911589,1131,1888
10/1/2003,-0.0049,0.0165,0.0226,-0.0489,0.0361,0.2283,-0.0248,0.0046,0.1321,0.0043,0.0472,0.223,0.0065,-0.0378,0.0912,-0.041,0.0531,0.1914,-0.0494,0.0629,0.2282,-0.0123,0.0893,0.5427,0.0477,-0.0009,0.163,0.06,130454,,184.9,,96.3,119.4,198.7,1,169,11,32,,0.8,925732,1144,1925
11/1/2003,0.0492,0.0691,0.041,0.0891,0.0958,0.2625,0.0133,0.046,0.1285,0.0686,0.0611,0.2154,0.0054,-0.0209,0.0583,0.0632,0.0747,0.2208,0.0888,0.0698,0.291,0.0738,0.1258,0.3548,0.0091,0.0679,0.2222,0.058,130474,,185,,96.8,118.5,198.4,1,167.8,10,24,,-1.3,925985,1093,2026
12/1/2003,0.0033,0.0475,0.0652,0.0099,0.0462,0.1747,0.0111,-0.0008,0.0914,-0.0011,0.0721,0.1485,0.0249,0.037,0.0359,0.0209,0.041,0.1625,0.0289,0.0649,0.1631,0.0111,0.0724,0.1364,0.0009,0.0582,0.1772,0.057,130588,,185.5,,97.5,118.6,198.5,1,167.3,13,32,100,1.4,948491,1129,1958
1/1/2004,0.0159,0.0693,0.087,0.0333,0.1366,0.3553,0.1309,0.1587,0.2388,0.0353,0.1051,0.278,0.0468,0.0786,0.129,0.063,0.1538,0.2962,0.0915,0.2227,0.3398,0.023,0.1107,0.3732,0.0545,0.0651,0.2074,0.057,130769,,186.3,,99,118.7,198.5,1,168.2,8,18,100,-0.1,938525,1165,1881
2/1/2004,0.0014,0.0206,0.1262,-0.0101,0.033,0.4004,0.0155,0.1612,0.2954,0.0316,0.0668,0.3427,0.0281,0.103,0.1695,-0.0063,0.0784,0.3633,-0.0484,0.0686,0.3598,0.0435,0.0794,0.4796,0.0252,0.0821,0.2761,0.056,130825,,186.7,,99.4,119.1,197.6,0,169.5,9,19,100,-0.2,937813,1159,1815
3/1/2004,0.0615,0.0799,0.2318,0.0249,0.0484,0.4321,0.0577,0.2147,0.3359,0.0289,0.0988,0.4042,0.0103,0.0873,0.2065,0.0011,0.0575,0.3853,0.0556,0.0963,0.4722,-0.0286,0.037,0.4254,0.0196,0.1023,0.3665,0.058,131142,,187.1,,100.2,119.4,197.1,0,168.8,8,31,100,0.3,961159,1276,1964
4/1/2004,-0.0125,0.0497,0.2441,-0.0062,0.0082,0.4026,-0.0161,0.0568,0.315,-0.0087,0.0522,0.4187,-0.0437,-0.0066,0.1161,-0.0123,-0.0174,0.364,-0.0248,-0.0205,0.4255,-0.0222,-0.0088,0.4132,-0.0037,0.0415,0.3166,0.056,131411,,187.4,,100.4,119.6,195.8,0,168.7,7,25,100.2,1.4,967602,1186,1982
5/1/2004,0.0206,0.0698,0.2218,-0.0166,0.0016,0.2347,0.0184,0.0598,0.3409,-0.0506,-0.0316,0.2051,0.0333,-0.0016,0.1199,-0.0068,-0.0179,0.2313,-0.0506,-0.0227,0.2497,-0.0375,-0.0857,0.2537,-0.0361,-0.0208,0.1745,0.056,131694,,188.2,,101.9,119.9,200.3,0,170.7,4,29,100.2,0.4,974381,1241,1956
6/1/2004,-0.0107,-0.003,0.1411,0.0032,-0.0196,0.1627,0.0033,0.0054,0.2207,0.0107,-0.0488,0.1472,-0.0077,-0.0194,0.0831,0.0209,0.0015,0.2117,0.0248,-0.0512,0.2303,0.02,-0.04,0.1712,0.0043,-0.0356,0.0578,0.056,131793,,188.9,,101.7,120.2,207,0,170.4,7,24,100.2,-0.6,983087,1180,1785
7/1/2004,0.0039,0.0136,0.1564,0.0079,-0.0056,0.1806,0.0523,0.0752,0.3227,0.0018,-0.0388,0.1704,-0.0052,0.02,0.0515,0.0699,0.0848,0.2952,0.0465,0.0183,0.2962,0.0372,0.0182,0.2212,0.0119,-0.0205,0.0855,0.055,131848,,189.1,,102.1,120.5,207.6,0,169.5,6,24,100.2,0.3,1006184,1088,1982
8/1/2004,-0.0553,-0.0618,0.0952,-0.0401,-0.0293,0.1005,0.0285,0.0859,0.3978,-0.0186,-0.0064,0.0892,-0.0549,-0.0671,0.0059,-0.0354,0.0535,0.1991,-0.028,0.0425,0.1647,-0.0649,-0.0108,0.099,0.0142,0.0307,0.1662,0.054,131937,,189.2,,103.6,121.4,215.7,0,169.2,11,23,100.2,0.1,1013616,1175,1994
